排名,CPU名称,性能分数,百分比,ID
4628,AMD Opteron 265,963,0.59197786998617%,569
4629,Intel Xeon 5160 @ 3.00GHz,963,0.59197786998617%,2231
4630,AMD Athlon II X2 240e,962,0.59136314737974%,271
4631,"Qualcomm Technologies, Inc MSM8994",962,0.59136314737974%,3946
4632,AMD A4-3300 APU,961,0.59074842477332%,47
4633,AMD Phenom X3 8550,961,0.59074842477332%,743
4634,Intel Atom C2538 @ 2.40GHz,960,0.5901337021669%,976
4635,ARM Cortex-A55 4 Core 2508 MHz,960,0.5901337021669%,6478
4636,Intel Core2 Duo P9500 @ 2.53GHz,959,0.58951897956047%,1885
4637,AMD A6-9220e,957,0.58828953434763%,109
4638,AMD Opteron 285,956,0.5876748117412%,573
4639,AMD Athlon 64 X2 TK-55,955,0.58706008913478%,232
4640,MT6750V/CS,955,0.58706008913478%,4681
4641,AMD R-260H APU,954,0.58644536652835%,784
4642,MediaTek MT6750,954,0.58644536652835%,3867
4643,AMD Opteron 290,952,0.58521592131551%,574
4644,AMD Athlon 7750 Dual-Core,950,0.58398647610266%,236
4645,Samsung J7 Max LTE SWA board based on MT6757V/WL,950,0.58398647610266%,4151
4646,AMD Sempron Dual Core 4700,948,0.58275703088981%,863
4647,Intel Core2 Duo P7500 @ 1.60GHz,945,0.58091286307054%,1876
4648,VIA Eden X4 C4250 @ 1.2+GHz,944,0.58029814046412%,2764
4649,ARM Neoverse-V2 1 Core 0 MHz,944,0.58029814046412%,6334
4650,AMD Athlon 64 FX-62 Dual Core,943,0.57968341785769%,196
4651,AMD Athlon II X2 215,943,0.57968341785769%,266
4652,Intel Core2 Duo P8700 @ 2.53GHz,943,0.57968341785769%,1882
4653,Intel Celeron J1850 @ 1.99GHz,942,0.57906869525127%,1189
4654,Intel Core2 Duo E7300 @ 2.66GHz,940,0.57783925003842%,1847
4655,tn8,940,0.57783925003842%,4131
4656,Intel Xeon 3060 @ 2.40GHz,939,0.577224527432%,2219
4657,AMD Athlon X2 255,938,0.57660980482557%,345
4658,Intel Celeron E3500 @ 2.70GHz,935,0.5747656370063%,1151
4659,AMD Phenom II P650 Dual-Core,933,0.57353619179345%,658
4660,AMD E2-9000,930,0.57169202397418%,437
4661,AMD Sempron X2 198 Dual-Core,930,0.57169202397418%,880
4662,Intel Celeron B840 @ 1.90GHz,930,0.57169202397418%,1136
4663,Intel Celeron 3205U @ 1.50GHz,929,0.57107730136776%,1096
4664,Intel Xeon L3406 @ 2.27GHz,928,0.57046257876133%,2561
4665,Intel Core2 Duo T9400 @ 2.53GHz,927,0.56984785615491%,1925
4666,ARM Cortex-A72 4 Core 1416 MHz,927,0.56984785615491%,5523
4667,Unisoc ums9230,926,0.56923313354849%,4507
4668,AMD Opteron 1210,923,0.56738896572921%,512
4669,AMD Turion II Ultra Dual-Core Mobile M600,923,0.56738896572921%,922
4670,ARM Cortex-A15 4 Core 2000 MHz,923,0.56738896572921%,5113
4671,AMD Athlon II X2 240,922,0.56677424312279%,270
4672,AMD E2-9030,922,0.56677424312279%,3254
4673,AMD Athlon X2 240,921,0.56615952051637%,342
4674,Intel Core2 Duo T9300 @ 2.50GHz,920,0.56554479790994%,1924
4675,MediaTek MT6753,920,0.56554479790994%,3870
4676,Intel Atom x5-Z8350 @ 1.44GHz,919,0.56493007530352%,1023
4677,AMD Athlon 64 X2 Dual Core 6000+,917,0.56370063009067%,214
4678,Intel Pentium E5400 @ 2.70GHz,917,0.56370063009067%,2056
4679,Qualcomm MSM8937,917,0.56370063009067%,3922
4680,Intel Core2 Duo P7550 @ 2.26GHz,915,0.56247118487782%,1877
4681,AMD Turion II Dual-Core Mobile M540,912,0.56062701705855%,912
4682,Intel Xeon 5148 @ 2.33GHz,912,0.56062701705855%,2229
4683,AC8259V/WAB,912,0.56062701705855%,5708
4684,Intel Pentium E5300 @ 2.60GHz,911,0.56001229445213%,2055
4685,AMD Opteron 1218,910,0.5593975718457%,520
4686,AMD Opteron 2220 SE,909,0.55878284923928%,547
4687,Intel Core2 Duo P9300 @ 2.26GHz,909,0.55878284923928%,1884
4688,AMD A4-9120e,908,0.55816812663286%,3708
4689,ARM Cortex-A73 4 Core 0 MHz,908,0.55816812663286%,6313
4690,Intel Celeron N2920 @ 1.86GHz,907,0.55755340402643%,1229
4691,MT8768WD,905,0.55632395881359%,4202
4692,Intel Core i5-520UM @ 1.07GHz,902,0.55447979099431%,1515
4693,Intel Xeon 3.73GHz,901,0.55386506838789%,2215
4694,Pentium Dual-Core T4300 @ 2.10GHz,901,0.55386506838789%,5835
4695,AMD Athlon II N370 Dual-Core,899,0.55263562317504%,256
4696,Intel Core2 Duo T9550 @ 2.66GHz,899,0.55263562317504%,1927
4697,Intel Core2 Duo P8800 @ 2.66GHz,898,0.55202090056862%,1883
4698,Intel Pentium B960 @ 2.20GHz,897,0.55140617796219%,2038
4699,Intel Pentium G620T @ 2.20GHz,896,0.55079145535577%,2107
4700,Intel Core i3-2375M @ 1.50GHz,894,0.54956201014292%,1291
4701,AMD A4-9120C,894,0.54956201014292%,3393
4702,UGOOS UT8 Board,894,0.54956201014292%,4569
4703,AMD A4-1350 APU,894,0.54956201014292%,5764
4704,Intel Core2 T7200 @ 2.00GHz,893,0.5489472875365%,5395
4705,Intel Core2 Duo L9600 @ 2.13GHz,892,0.54833256493008%,1872
4706,AMD RX-225FB,892,0.54833256493008%,5365
4707,Intel Core2 Duo T8300 @ 2.40GHz,890,0.54710311971723%,1923
4708,AMD Athlon 64 X2 Dual Core 5600+,889,0.5464883971108%,212
4709,Intel Core2 Duo E6600 @ 2.40GHz,889,0.5464883971108%,1842
4710,Rockchip RK3528 DEMO4 DDR4 V10 Board,888,0.54587367450438%,5417
4711,Intel Xeon 5133 @ 2.20GHz,887,0.54525895189796%,2227
4712,AMD Phenom X2 Dual-Core GP-7730,884,0.54341478407868%,742
4713,AMD Turion II P540 Dual-Core,884,0.54341478407868%,920
4714,Intel Core i3-2377M @ 1.50GHz,881,0.54157061625941%,1292
4715,Intel Pentium P6300 @ 2.27GHz,881,0.54157061625941%,2178
4716,"Qualcomm Technologies, Inc MSM8939",881,0.54157061625941%,3941
4717,ARM FT-2000/4 4 Core 2200 MHz,881,0.54157061625941%,4651
4718,AMD Sempron X2 190,879,0.54034117104657%,879
4719,Intel Atom x5-E3930 @ 1.30GHz,878,0.53972644844014%,1019
4720,Intel Pentium N3510 @ 1.99GHz,878,0.53972644844014%,2168
4721,AMD Turion II N550 Dual-Core,877,0.53911172583372%,914
4722,AMD Athlon 64 X2 Dual Core 5400+,876,0.53849700322729%,211
4723,Athlon 64 Dual Core 5600+,875,0.53788228062087%,958
4724,Intel Pentium Dual E2220 @ 2.40GHz,875,0.53788228062087%,5600
4725,QTI QCM2290,875,0.53788228062087%,5729
4726,ARM ARMv7 rev 3 (v7l) 4 Core 2065 MHz,871,0.53542339019517%,4480
4727,"rockchip,rk3368",870,0.53480866758875%,4409
4728,Intel Core2 Duo L9400 @ 1.86GHz,870,0.53480866758875%,5006
4729,Samsung Exynos 7580,868,0.5335792223759%,4278
4730,AMD Athlon II X2 4450e,867,0.53296449976948%,286
4731,Intel Xeon 3065 @ 2.33GHz,867,0.53296449976948%,2220
4732,Intel Core2 Duo E6550 @ 2.33GHz,866,0.53234977716306%,1841
4733,Synaptics VS640,862,0.52989088673736%,5217
4734,AMD Turion 64 X2 Mobile TL-68,861,0.52927616413094%,905
4735,"Qualcomm Technologies, Inc SDM429",861,0.52927616413094%,3952
4736,Intel Celeron E3200 @ 2.40GHz,860,0.52866144152451%,1148
4737,AMD Athlon 7550 Dual-Core,859,0.52804671891809%,235
4738,Intel Core2 6300 @ 1.86GHz,859,0.52804671891809%,5068
4739,Intel 1300 @ 1.66GHz,857,0.52681727370524%,969
4740,Intel Xeon 5140 @ 2.33GHz,857,0.52681727370524%,2228
4741,MT6762V/CR,857,0.52681727370524%,4244
4742,MT8161AA,857,0.52681727370524%,4592
4743,AMD Turion II N530 Dual-Core,855,0.52558782849239%,913
4744,ARM Cortex-A73 4 Core 1800 MHz,853,0.52435838327955%,5976
4745,Athlon 64 Dual Core 5000+,850,0.52251421546027%,956
4746,Samsung Exynos 7870,850,0.52251421546027%,3987
4747,Intel Pentium 3560Y @ 1.20GHz,849,0.52189949285385%,1982
4748,Intel Core2 6320 @ 1.86GHz,849,0.52189949285385%,6415
4749,Intel Pentium E5200 @ 2.50GHz,847,0.520670047641%,2054
4750,Intel Core2 Duo P8600 @ 2.40GHz,846,0.52005532503458%,1881
4751,MT6761V/CBB,846,0.52005532503458%,4115
4752,Intel Pentium P6100 @ 2.00GHz,845,0.51944060242815%,2176
4753,MT9950,845,0.51944060242815%,4376
4754,Intel Celeron 1017U @ 1.60GHz,844,0.51882587982173%,1056
4755,MT8168B,844,0.51882587982173%,4107
4756,ARM ARMv7 rev 1 (v7l) 4 Core 1800 MHz,843,0.51821115721531%,5511
4757,Intel Pentium T1080 @ 1.73GHz,842,0.51759643460888%,2183
4758,MTK8257,842,0.51759643460888%,5154
4759,AMD TurionX2 Ultra DualCore Mobile ZM-85,841,0.51698171200246%,943
4760,Intel Xeon 3050 @ 2.13GHz,841,0.51698171200246%,2218
4761,Intel Pentium P6200 @ 2.13GHz,840,0.51636698939603%,2177
4762,Intel Xeon 5150 @ 2.66GHz,840,0.51636698939603%,2230
4763,AMD Opteron 275,839,0.51575226678961%,571
4764,Thor,839,0.51575226678961%,5352
4765,Intel Xeon E5205 @ 1.86GHz,838,0.51513754418319%,2512
4766,Intel Xeon E5502 @ 1.87GHz,837,0.51452282157676%,2526
4767,Intel Core i5-430UM @ 1.20GHz,836,0.51390809897034%,1474
4768,Rockchip RK3566 EVB2 LP4X V10 Board,836,0.51390809897034%,4495
4769,AMD Athlon 5000 Dual-Core,835,0.51329337636392%,170
4770,AMD Athlon Dual Core 5000B,835,0.51329337636392%,244
4771,MediaTek MT8166B,835,0.51329337636392%,3909
4772,Intel Celeron E3400 @ 2.60GHz,834,0.51267865375749%,1150
4773,AArch64,831,0.51083448593822%,5695
4774,Intel Pentium Dual T3400 @ 2.16GHz,830,0.5102197633318%,5482
4775,Intel Core2 Duo P8400 @ 2.26GHz,827,0.50837559551252%,1880
4776,Amlogic AMLS905X4,827,0.50837559551252%,5915
4777,AMD Athlon Dual Core 5400B,826,0.5077608729061%,247
4778,AMD Sempron X2 180,826,0.5077608729061%,878
4779,Intel Atom x5-Z8300 @ 1.44GHz,825,0.50714615029968%,1021
4780,Intel Atom x5-Z8330 @ 1.44GHz,825,0.50714615029968%,1022
4781,Intel Core i3-2357M @ 1.30GHz,824,0.50653142769325%,1287
4782,Intel Core i3-2367M @ 1.40GHz,823,0.50591670508683%,1289
4783,Intel Core2 Extreme X6800 @ 2.93GHz,823,0.50591670508683%,1941
4784,Intel Pentium B940 @ 2.00GHz,823,0.50591670508683%,2036
4785,AMD E2-9000e,821,0.50468725987398%,438
4786,Intel Core i3-2365M @ 1.40GHz,820,0.50407253726756%,1288
4787,DO-Regular,819,0.50345781466113%,4221
4788,AMD Turion II P560 Dual-Core,818,0.50284309205471%,921
4789,ARM Cortex-A72 4 Core 2200 MHz,818,0.50284309205471%,4029
4790,Intel Core2 Duo T7700 @ 2.40GHz,817,0.50222836944829%,1920
4791,Intel Celeron P4500 @ 1.87GHz,816,0.50161364684186%,1242
4792,Amlogic AMLS905D3,815,0.50099892423544%,5878
4793,AMD Turion II Ultra Dual-Core Mobile M620,814,0.50038420162901%,923
4794,Intel Celeron 2957U @ 1.40GHz,814,0.50038420162901%,1088
4795,Intel Celeron B720 @ 1.70GHz,814,0.50038420162901%,1130
4796,AMD Athlon Dual Core 5050e,811,0.49854003380974%,245
4797,BCM2711,809,0.4973105885969%,4162
4798,Intel Core2 Duo E6540 @ 2.33GHz,808,0.49669586599047%,1840
4799,Snapdragon,807,0.49608114338405%,4834
4800,Intel N3350,807,0.49608114338405%,6483
4801,AMD Opteron 1214 HE,806,0.49546642077762%,517
4802,Intel Celeron E3300 @ 2.50GHz,805,0.4948516981712%,1149
4803,Qualcomm MSM8994,805,0.4948516981712%,4110
4804,Intel Atom Z3580 @ 1.33GHz,805,0.4948516981712%,4153
4805,Intel Celeron B830 @ 1.80GHz,804,0.49423697556478%,1135
4806,Intel Core2 Duo T7500 @ 2.20GHz,804,0.49423697556478%,1918
4807,Intel Xeon E5503 @ 2.00GHz,804,0.49423697556478%,2527
4808,AMD Athlon64 X2 Dual Core 4600+,803,0.49362225295835%,408
4809,Intel Celeron 1007U @ 1.50GHz,803,0.49362225295835%,1055
4810,Intel Core2 Duo E4700 @ 2.60GHz,803,0.49362225295835%,1835
4811,nxp IMX8MQ,803,0.49362225295835%,5346
4812,Intel Pentium Dual E2180 @ 2.00GHz,803,0.49362225295835%,5376
4813,MT8161A,800,0.49177808513908%,4609
4814,AMD Turion X2 Dual-Core Mobile RM-76,799,0.49116336253266%,5576
4815,ARM Cortex-A55 4 Core 2208 MHz,798,0.49054863992623%,6124
4816,AMD Athlon 64 X2 Dual Core 5800+,797,0.48993391731981%,213
4817,AMD Athlon Dual Core 5200B,796,0.48931919471339%,246
4818,hi6210sft,796,0.48931919471339%,4316
4819,Mediatek MT8696,796,0.48931919471339%,5513
4820,AMD A4-4355M APU,795,0.48870447210696%,58
4821,AMD A6-4455M APU,795,0.48870447210696%,88
4822,AMD Athlon 64 X2 Dual Core 5200+,795,0.48870447210696%,210
4823,Intel Xeon 5130 @ 2.00GHz,795,0.48870447210696%,2226
4824,Rockchip RK3566 RK817 ZIDOO TABLET LP4X Board,795,0.48870447210696%,4432
4825,AMD Athlon 64 FX-25,794,0.48808974950054%,188
4826,Intel Atom Z3775D @ 1.49GHz,794,0.48808974950054%,1041
4827,SAMSUNG Exynos7580,794,0.48808974950054%,4001
4828,AMD Turion X2 Ultra Dual-Core Mobile ZM-84,793,0.48747502689411%,937
4829,Intel Celeron 2955U @ 1.40GHz,793,0.48747502689411%,1087
4830,Intel Celeron P4600 @ 2.00GHz,793,0.48747502689411%,1244
4831,Intel Pentium E2220 @ 2.40GHz,793,0.48747502689411%,2053
4832,MT8766B,793,0.48747502689411%,4077
4833,AMD Turion II Dual-Core Mobile M520,792,0.48686030428769%,911
4834,ARM Neoverse-N1 1 Core 0 MHz,791,0.48624558168127%,4443
4835,AMD Turion II P520 Dual-Core,790,0.48563085907484%,919
4836,Intel Core2 Duo P7370 @ 2.00GHz,790,0.48563085907484%,1874
4837,Mediatek MT8175B,790,0.48563085907484%,5485
4838,AMD Athlon 7450 Dual-Core,789,0.48501613646842%,234
4839,Intel Pentium 997 @ 1.60GHz,789,0.48501613646842%,2034
4840,Intel Pentium P6000 @ 1.87GHz,789,0.48501613646842%,2175
4841,Intel Xeon 3040 @ 1.86GHz,789,0.48501613646842%,2217
4842,Intel Core2 Duo E6400 @ 2.13GHz,787,0.48378669125557%,1838
4843,Mediatek MT6739,786,0.48317196864915%,5739
4844,ARM Phytium FTC303 2 Core 1800 MHz,786,0.48317196864915%,6645
4845,AMD A4-3310MX APU,785,0.48255724604272%,50
4846,ARM Neoverse-V1 1 Core 0 MHz,785,0.48255724604272%,6399
4847,MT6761V/CD,784,0.4819425234363%,4299
4848,AMD Opteron 1216,781,0.48009835561703%,518
4849,MT8165,781,0.48009835561703%,4321
4850,Intel Celeron B820 @ 1.70GHz,780,0.4794836330106%,1134
4851,Intel Core2 Duo E6420 @ 2.13GHz,780,0.4794836330106%,1839
4852,Intel Pentium T4500 @ 2.30GHz,780,0.4794836330106%,2197
4853,ARM Cortex-A72 4 Core 2000 MHz,780,0.4794836330106%,3849
4854,Intel Core i3 U 380 @ 1.33GHz,780,0.4794836330106%,5067
4855,Intel Core i7-5500U @ 1.53GHz,780,0.4794836330106%,6044
4856,Intel Core2 Duo E4600 @ 2.40GHz,778,0.47825418779776%,1834
4857,ARM ARMv7 rev 1 (v7l) 4 Core 1608 MHz,776,0.47702474258491%,5908
4858,Intel Celeron B810 @ 1.60GHz,775,0.47641001997848%,1132
4859,Mediatek MT8168B,774,0.47579529737206%,5573
4860,VIA QuadCore L4700 @ 1.2+ GHz,773,0.47518057476564%,2785
4861,Intel Core2 Duo T7600 @ 2.33GHz,772,0.47456585215921%,1919
4862,Athlon Dual Core 4850e,769,0.47272168433994%,961
4863,ARM Kryo-4XX-Gold 1 Core 0 MHz,769,0.47272168433994%,6389
4864,Celeron Dual-Core T3500 @ 2.10GHz,768,0.47210696173352%,966
4865,Intel Core2 Duo T6670 @ 2.20GHz,768,0.47210696173352%,1912
4866,Intel Pentium T4300 @ 2.10GHz,768,0.47210696173352%,2195
4867,AMD Athlon II N350 Dual-Core,767,0.47149223912709%,255
4868,MT8765WA,767,0.47149223912709%,4775
4869,Intel Atom Z3735G @ 1.33GHz,766,0.47087751652067%,1032
4870,"Qualcomm Technologies, Inc MSM8952",766,0.47087751652067%,3943
4871,AMD Opteron 280,765,0.47026279391425%,572
4872,AMD Athlon 64 X2 Dual Core 5000+,764,0.46964807130782%,209
4873,Intel Xeon 5120 @ 1.86GHz,763,0.4690333487014%,2225
4874,AMD GX-217GA SOC,762,0.46841862609497%,504
4875,AMD Opteron 270,761,0.46780390348855%,570
4876,Intel Atom Z3735D @ 1.33GHz,761,0.46780390348855%,1029
4877,"rockchip,rk3328",761,0.46780390348855%,4611
4878,AMD Opteron 252,760,0.46718918088213%,566
4879,Intel Core2 Duo T6600 @ 2.20GHz,760,0.46718918088213%,1911
4880,AMD Sempron LE-1640,759,0.4665744582757%,872
4881,"Qualcomm Technologies, Inc SCUBAIIOT",759,0.4665744582757%,5136
4882,Octa Core,758,0.46595973566928%,4491
4883,Intel Core2 Duo P7450 @ 2.13GHz,757,0.46534501306286%,1875
4884,"Qualcomm Technologies, Inc MSM8992",756,0.46473029045643%,4070
4885,Intel Core i5-470UM @ 1.33GHz,755,0.46411556785001%,1510
4886,ARM Cortex-A55 4 Core 2016 MHz,755,0.46411556785001%,5862
4887,AMD GX-218GL SOC,754,0.46350084524358%,505
4888,Intel Atom Z3775 @ 1.46GHz,754,0.46350084524358%,1040
4889,Amlogic AMLS905X2,754,0.46350084524358%,6014
4890,Rockchip RK3566 EVB1 DDR4 V10 Board,751,0.46165667742431%,4487
4891,Intel Core2 Duo P7350 @ 2.00GHz,749,0.46042723221146%,1873
4892,Intel Pentium T4400 @ 2.20GHz,749,0.46042723221146%,2196
4893,Dual-Core AMD Opteron 1220 SE,748,0.45981250960504%,967
4894,Intel Celeron 1047UE @ 1.40GHz,748,0.45981250960504%,1060
4895,Intel Core2 Duo P7570 @ 2.26GHz,747,0.45919778699862%,1878
4896,AMD Opteron 180,746,0.45858306439219%,539
4897,Intel Pentium Dual T2390 @ 1.86GHz,745,0.45796834178577%,4832
4898,Mediatek MT6761V/WD,744,0.45735361917935%,5829
4899,Intel Core2 Duo SL9400 @ 1.86GHz,743,0.45673889657292%,1890
4900,Intel Pentium D 960 @ 3.60GHz,743,0.45673889657292%,2046
4901,Intel Celeron N2910 @ 1.60GHz,742,0.4561241739665%,1228
4902,Intel Core2 Duo T8100 @ 2.10GHz,742,0.4561241739665%,1922
4903,ARM Cortex-A55 4 Core 2124 MHz,742,0.4561241739665%,4648
4904,AMD Turion II Neo N54L Dual-Core,741,0.45550945136007%,918
4905,Rockchip RK3566 RK817 TABLET LP4X Board,741,0.45550945136007%,4529
4906,ARM Cortex-A55 4 Core 1992 MHz,741,0.45550945136007%,4647
4907,Intel Core2 Duo E4500 @ 2.20GHz,739,0.45428000614723%,1833
4908,AMD Turion 64 X2 Mobile TL-62,738,0.4536652835408%,902
4909,Intel Atom Z3770 @ 1.46GHz,738,0.4536652835408%,1038
4910,AMD Athlon Dual Core 5600B,737,0.45305056093438%,248
4911,Athlon 64 Dual Core 3800+,736,0.45243583832795%,953
4912,Intel Pentium E2200 @ 2.20GHz,736,0.45243583832795%,2051
4913,MT8696,736,0.45243583832795%,4607
4914,Intel Pentium D 3.40GHz,736,0.45243583832795%,4862
4915,AMD Athlon Dual Core 4850e,735,0.45182111572153%,243
4916,Qualcomm MSM8976,735,0.45182111572153%,5982
4917,AMD Athlon 5200 Dual-Core,734,0.45120639311511%,172
4918,Qualcomm APQ 8084 (Flattened Device Tree),734,0.45120639311511%,3919
4919,Spreadtrum SC9853I-IA,734,0.45120639311511%,4061
4920,AMD A4-3305M APU,733,0.45059167050868%,49
4921,AMD Turion X2 Ultra Dual-Core Mobile ZM-87,733,0.45059167050868%,940
4922,MT6761V/WAB,733,0.45059167050868%,4175
4923,Intel Celeron 2961Y @ 1.10GHz,732,0.44997694790226%,1089
4924,AMD Turion X2 Ultra Dual-Core Mobile ZM-85,730,0.44874750268941%,938
4925,"Qualcomm Technologies, Inc APQ8096pro",730,0.44874750268941%,4842
4926,Intel Pentium Dual T2370 @ 1.73GHz,730,0.44874750268941%,4848
4927,AMD Athlon Dual Core 4850B,727,0.44690333487014%,242
4928,AMD Opteron 1216 HE,727,0.44690333487014%,519
4929,AMD Turion II Dual-Core Mobile M500,727,0.44690333487014%,910
4930,Intel Celeron 887 @ 1.50GHz,727,0.44690333487014%,1125
4931,AMD E2-3000 APU,726,0.44628861226372%,431
4932,MT3561S,723,0.44444444444444%,5017
4933,AMD Athlon 64 X2 Dual Core 4800+,722,0.44382972183802%,208
4934,ARM Cortex-A57 4 Core 0 MHz,722,0.44382972183802%,6312
4935,AMD Athlon Dual Core 4450e,721,0.4432149992316%,241
4936,Qualcomm Snapdragon 808 (8992),720,0.44260027662517%,6354
4937,ARM Cortex-A55 4 Core 2100 MHz,719,0.44198555401875%,4424
4938,Intel Pentium T4200 @ 2.00GHz,717,0.4407561088059%,2194
4939,Rockchip RK3566,717,0.4407561088059%,5253
4940,AMD GX-212JC SOC with Radeon R2E Graphics,715,0.43952666359305%,5011
4941,"Qualcomm Technologies, Inc SDA429W",715,0.43952666359305%,5152
4942,MT8168M,713,0.43829721838021%,5108
4943,Intel Celeron E1600 @ 2.40GHz,712,0.43768249577378%,1147
4944,ARM Cortex-A72 6 Core 1008 MHz,712,0.43768249577378%,5392
4945,AMD Athlon II P360 Dual-Core,711,0.43706777316736%,264
4946,ARM Cortex-A55 4 Core 2000 MHz,711,0.43706777316736%,6080
4947,Intel Atom Z3560 @ 1.00GHz,710,0.43645305056093%,4722
4948,AMD Athlon 64 FX-60 Dual Core,709,0.43583832795451%,195
4949,AMD Turion X2 Dual-Core Mobile RM-75,708,0.43522360534809%,933
4950,Rockchip RK3288,708,0.43522360534809%,4180
4951,AC8257V/WAB,707,0.43460888274166%,3829
4952,ARM Cortex-A55 4 Core 1908 MHz,707,0.43460888274166%,5880
4953,Intel Celeron B815 @ 1.60GHz,706,0.43399416013524%,1133
4954,Intel Core2 Duo T7200 @ 2.00GHz,706,0.43399416013524%,1914
4955,Intel Core2 Duo T5850 @ 2.16GHz,705,0.43337943752882%,1905
4956,Intel Pentium 5 2.66GHz,705,0.43337943752882%,2029
4957,AMD Athlon 64 X2 Dual Core 4600+,704,0.43276471492239%,207
4958,Intel Atom E3840 @ 1.91GHz,704,0.43276471492239%,998
4959,Intel Core2 Duo T6570 @ 2.10GHz,702,0.43153526970954%,1910
4960,Intel Core2 Duo T7400 @ 2.16GHz,702,0.43153526970954%,1917
4961,Intel Pentium E2210 @ 2.20GHz,702,0.43153526970954%,2052
4962,MT5893,702,0.43153526970954%,4693
4963,MT8161AB,700,0.4303058244967%,6161
4964,Intel Core i3-380UM @ 1.33GHz,699,0.42969110189027%,1315
4965,Intel Core2 Duo T6400 @ 2.00GHz,698,0.42907637928385%,1908
4966,AMD Opteron 1214,696,0.427846934071%,516
4967,ARM Cortex-A72 4 Core 2100 MHz,696,0.427846934071%,4334
4968,AMD Opteron 185,695,0.42723221146458%,540
4969,AMD Turion X2 Ultra Dual-Core Mobile ZM-86,695,0.42723221146458%,939
4970,QTI SDM660,693,0.42600276625173%,5215
4971,AMD Turion 64 X2 Mobile TL-64,692,0.42538804364531%,903
4972,Intel Core2 Duo T5870 @ 2.00GHz,692,0.42538804364531%,1906
4973,MT6738,692,0.42538804364531%,4377
4974,AMD Athlon II P340 Dual-Core,691,0.42477332103888%,263
4975,AMD Turion X2 Dual Core Mobile RM-76,691,0.42477332103888%,929
4976,Intel Celeron G470 @ 2.00GHz,691,0.42477332103888%,1176
4977,Intel Core2 Duo T7250 @ 2.00GHz,691,0.42477332103888%,1915
4978,Intel Core2 Duo T7300 @ 2.00GHz,691,0.42477332103888%,1916
4979,Intel Core2 Duo T6500 @ 2.10GHz,690,0.42415859843246%,1909
4980,Intel Atom Z3560 @ 1.83GHz,690,0.42415859843246%,4450
4981,Intel Celeron P4505 @ 1.87GHz,689,0.42354387582603%,1243
4982,AMD Athlon X2 Dual Core BE-2400,688,0.42292915321961%,354
4983,ARM Cortex-A55 4 Core 1800 MHz,687,0.42231443061319%,4741
4984,Rockchip RK3566 RK817 TABLET RKG11 LP4 Board,686,0.42169970800676%,5005
4985,MediaTek MT6761V/WE,685,0.42108498540034%,3875
4986,AMD Athlon Dual Core 4450B,684,0.42047026279391%,240
4987,AMD Turion II Neo K685 Dual-Core,684,0.42047026279391%,916
4988,Intel Celeron U3405 @ 1.07GHz,684,0.42047026279391%,1250
4989,Intel Core2 Duo L7200 @ 1.33GHz,684,0.42047026279391%,1865
4990,Intel Pentium D 950 @ 3.40GHz,683,0.41985554018749%,2045
4991,AMD Opteron 175,682,0.41924081758107%,538
4992,Rockchip RK3368,682,0.41924081758107%,4039
4993,AMD A4-3330MX APU,681,0.41862609497464%,52
4994,Athlon Dual Core 4450e,681,0.41862609497464%,960
4995,Intel Celeron B800 @ 1.50GHz,680,0.41801137236822%,1131
4996,Intel Core2 Duo L7800 @ 2.00GHz,680,0.41801137236822%,1870
4997,AMD Athlon II Dual-Core M320,679,0.41739664976179%,252
4998,Intel Pentium Dual T2330 @ 1.60GHz,677,0.41616720454895%,5041
4999,AMD A4-3300M APU,676,0.41555248194252%,48
5000,AMD Athlon II Dual-Core M340,676,0.41555248194252%,253
5001,AMD Athlon II X2 270u,675,0.4149377593361%,282
5002,Intel Celeron J3060 @ 1.60GHz,675,0.4149377593361%,1191
5003,AMD Athlon II P320 Dual-Core,673,0.41370831412325%,262
5004,Intel Celeron E1400 @ 2.00GHz,671,0.4124788689104%,1145
5005,Athlon Dual Core 4050e,670,0.41186414630398%,959
5006,AMD E2-7015 APU,669,0.41124942369756%,4942
5007,AMD Athlon 64 X2 Dual Core 4400+,668,0.41063470109113%,206
5008,Intel Core2 Duo T5900 @ 2.20GHz,668,0.41063470109113%,1907
5009,Intel Pentium D 2.80GHz,668,0.41063470109113%,5437
5010,Rockchip RK3566 RK817 EINK LP4X Board,667,0.41001997848471%,6145
5011,Intel Core i3-330UM @ 1.20GHz,666,0.40940525587828%,1311
5012,VIA QuadCore U4650 @ 1.0+ GHz,666,0.40940525587828%,2786
5013,ARM Cortex-A72 4 Core 1500 MHz,666,0.40940525587828%,3847
5014,AMD Athlon II N330 Dual-Core,665,0.40879053327186%,254
5015,AMD E2-3000M APU,665,0.40879053327186%,432
5016,AMD Athlon II X2 260u,663,0.40756108805901%,279
5017,Intel Celeron N3060 @ 1.60GHz,663,0.40756108805901%,1235
5018,AMD Athlon 64 X2 Dual Core 4200+,662,0.40694636545259%,205
5019,Celeron Dual-Core T3300 @ 2.00GHz,662,0.40694636545259%,965
5020,Intel Pentium E2180 @ 2.00GHz,662,0.40694636545259%,2050
5021,AMD Turion Dual-Core RM-75,659,0.40510219763332%,909
5022,Intel Atom Z3740 @ 1.33GHz,659,0.40510219763332%,1034
5023,Intel Atom K510 @ 1.66GHz,658,0.40448747502689%,1004
5024,Intel Core2 Duo T5750 @ 2.00GHz,657,0.40387275242047%,1903
